,customerid,productid,rate,year,month
24732,103510,226,4,2020,12
24733,103781,536,3,2020,12
24734,103988,173,5,2020,12
24735,103401,572,4,2020,12
24736,103869,414,4,2020,12
24737,103867,87,4,2020,12
24738,103758,144,1,2020,12
24739,103767,596,5,2020,12
24740,103683,244,3,2021,1
24741,103985,116,1,2021,1
24742,103683,331,3,2021,1
24743,103617,581,4,2021,1
24744,103736,679,3,2021,1
24745,103359,151,4,2021,1
24746,103836,290,1,2021,1
24747,103454,52,4,2021,1
24748,103496,642,5,2021,1
24749,103579,624,1,2021,1
24750,103309,80,5,2021,1
24751,103606,492,3,2021,1
24752,103660,670,4,2021,1
24753,103718,591,1,2021,1
24754,103441,163,5,2021,1
24755,103614,133,3,2021,2
24756,103527,108,2,2021,2
24757,103961,236,2,2021,2
24758,103627,553,5,2021,2
24759,103695,326,1,2021,2
24760,103416,568,2,2021,2
24761,103505,155,2,2021,2
24762,103524,315,4,2021,2
24763,103847,670,2,2021,3
24764,103654,122,1,2021,3
24765,103506,237,5,2021,3
24766,103745,199,5,2021,3
24767,103906,219,4,2021,3
24768,103896,24,2,2021,3
24769,103982,215,4,2021,3
24770,103505,438,4,2021,3
24771,103769,87,2,2021,3
24772,13874,560,3,2021,3
24773,103557,360,5,2021,4
24774,103744,217,4,2021,4
24775,103488,567,1,2021,4
24776,103373,552,2,2021,4
24777,103490,635,4,2021,4
24778,103506,439,4,2021,4
24779,103957,125,2,2021,4
24780,103414,513,3,2021,4
24781,103853,234,3,2021,4
24782,103880,176,2,2021,4
24783,103802,146,1,2021,4
24784,103821,592,2,2021,4
24785,103957,567,2,2021,5
24786,103641,8,1,2021,5
24787,103373,334,1,2021,5
24788,103758,124,1,2021,5
24789,103523,86,5,2021,5
24790,103809,517,1,2021,5
24791,103651,662,5,2021,5
24792,103758,362,5,2021,5
24793,103745,35,5,2021,5
24794,103652,611,3,2021,5
24795,103962,507,2,2021,5
24796,103451,686,4,2021,5
24797,103699,73,4,2021,6
24798,103683,440,3,2021,6
24799,103954,21,5,2021,6
24800,103509,562,2,2021,6
24801,103393,456,1,2021,6
24802,22881,668,4,2021,6
24803,103730,668,2,2021,6
24804,103907,410,1,2021,6
24805,103648,89,5,2021,6
24806,103627,510,5,2021,6
24807,103834,313,3,2021,6
24808,103454,326,4,2021,6
24809,103401,599,4,2021,6
24810,103652,676,3,2021,7
24811,103382,331,5,2021,7
24812,103763,411,1,2021,7
24813,103878,114,4,2021,7
24814,103523,554,1,2021,7
24815,103425,357,2,2021,7
24816,103988,633,5,2021,7
24817,103413,22,2,2021,7
24818,103672,303,5,2021,7
24819,103463,364,1,2021,7
24820,103911,355,5,2021,8
24821,103776,395,4,2021,8
24822,103510,442,5,2021,8
24823,103848,551,1,2021,8
24824,103962,406,4,2021,8
24825,14180,529,4,2021,8
24826,103996,277,5,2021,9
24827,103505,128,4,2021,9
24828,103329,566,5,2021,9
24829,103544,518,2,2021,9
24830,103873,339,2,2021,9
24831,103959,213,2,2021,9
24832,103672,39,5,2021,9
24833,22881,15,4,2021,9
24834,103744,272,5,2021,9
24835,103586,661,2,2021,9
24836,103659,209,5,2021,10
24837,103488,15,1,2021,10
24838,103996,603,4,2021,10
24839,103506,515,5,2021,10
24840,103676,66,4,2021,10
24841,103688,240,1,2021,10
24842,103445,629,2,2021,10
24843,103834,657,1,2021,10
24844,103309,675,3,2021,10
24845,103707,451,4,2021,10
24846,15042,682,2,2021,10
24847,103308,448,5,2021,10
24848,103728,396,5,2021,10
24849,103907,498,1,2021,10
24850,103845,146,4,2021,11
24851,103379,15,5,2021,11
24852,103384,146,1,2021,11
24853,103415,401,3,2021,11
24854,103755,96,2,2021,11
24855,103774,469,4,2021,11
24856,103454,625,5,2021,11
24857,103414,415,3,2021,11
24858,103466,593,4,2021,11
24859,103765,426,5,2021,11
24860,103768,471,3,2021,11
24861,103699,55,5,2021,11
24862,103401,644,4,2021,11
24863,103382,112,5,2021,11
24864,103907,376,4,2021,11
24865,103765,328,5,2021,11
24866,103718,609,1,2021,12
24867,103321,560,1,2021,12
24868,103373,428,2,2021,12
24869,103883,296,2,2021,12
24870,103367,406,1,2021,12
24871,103638,606,3,2021,12
24872,103806,568,4,2021,12
24873,103367,459,5,2021,12
24874,103467,176,3,2021,12
24875,103405,500,4,2021,12
24876,103456,619,2,2021,12
24877,103860,323,2,2022,1
24878,103834,191,5,2022,1
24879,103405,618,4,2022,1
24880,103700,332,5,2022,1
24881,103393,460,4,2022,1
24882,15202,547,1,2022,1
24883,103560,654,5,2022,1
24884,103958,320,1,2022,1
24885,15202,444,1,2022,1
24886,103384,189,1,2022,1
24887,103962,372,4,2022,1
24888,103524,467,4,2022,1
24889,103868,681,4,2022,2
24890,103836,425,4,2022,2
24891,14906,31,4,2022,2
24892,103909,575,2,2022,2
24893,103309,567,5,2022,2
24894,103523,7,5,2022,2
24895,15042,201,5,2022,2
24896,103766,476,5,2022,2
24897,103695,239,1,2022,2
24898,103527,201,2,2022,2
24899,103568,244,2,2022,2
24900,103510,647,4,2022,2
24901,103996,421,4,2022,2
24902,103819,635,4,2022,2
24903,103842,563,4,2022,3
24904,103646,288,4,2022,3
24905,103416,634,3,2022,3
24906,103309,352,3,2022,3
24907,103836,435,1,2022,3
24908,103821,293,1,2022,3
24909,103676,263,1,2022,3
24910,103466,478,5,2022,3
24911,103505,112,4,2022,3
24912,103356,99,5,2018,1
24913,103741,102,3,2018,1
24914,103416,551,3,2018,1
24915,103758,418,5,2018,1
24916,103643,174,1,2018,1
24917,103456,681,1,2018,1
24918,103466,462,5,2018,1
24919,103444,15,1,2018,1
24920,103867,439,4,2018,1
24921,103463,221,1,2018,1
24922,103372,151,3,2018,1
24923,103512,389,1,2018,1
24924,103858,617,1,2018,2
24925,103806,485,5,2018,2
24926,103593,63,4,2018,2
24927,103394,180,5,2018,2
24928,103996,128,5,2018,2
24929,103650,663,1,2018,2
24930,103996,117,3,2018,2
24931,103453,680,3,2018,2
24932,103811,552,3,2018,2
24933,103524,335,4,2018,2
24934,103878,360,3,2018,2
24935,103560,256,5,2018,2
24936,103333,339,4,2018,2
24937,15042,267,2,2018,2
24938,103393,52,3,2018,2
24939,103577,381,2,2018,2
24940,103354,192,4,2018,2
24941,103393,639,1,2018,3
24942,103523,146,1,2018,3
24943,103699,318,5,2018,3
24944,103309,340,4,2018,3
24945,103367,167,5,2018,3
24946,14906,444,4,2018,3
24947,103707,113,4,2018,3
24948,103359,349,4,2018,3
24949,103501,132,4,2018,3
24950,103514,273,1,2018,3
24951,103996,377,4,2018,3
24952,103581,102,1,2018,3
24953,103498,582,2,2018,3
24954,103600,244,2,2018,3
24955,103765,100,5,2018,3
24956,103377,506,5,2018,3
24957,103510,407,4,2018,4
24958,103379,323,5,2018,4
24959,103653,548,5,2018,4
24960,103996,92,5,2018,4
24961,103356,58,1,2018,4
24962,103403,310,5,2018,4
24963,103367,664,2,2018,4
24964,103372,92,5,2018,4
24965,103395,620,3,2018,5
24966,103659,645,5,2018,5
24967,103373,95,1,2018,5
24968,103749,624,3,2018,5
24969,103758,362,3,2018,5
24970,103614,370,5,2018,5
24971,103831,475,4,2018,5
24972,103359,326,4,2018,5
24973,103451,335,4,2018,6
24974,103414,127,3,2018,6
24975,103490,294,4,2018,6
24976,14180,93,4,2018,6
24977,103567,131,1,2018,6
24978,103774,92,4,2018,6
24979,103430,260,2,2018,6
24980,103886,506,3,2018,6
24981,103309,121,4,2018,6
24982,103745,215,5,2018,6
24983,103718,79,1,2018,6
24984,103441,400,2,2018,6
24985,103801,118,5,2018,6
24986,103718,555,1,2018,6
24987,103557,344,5,2018,6
24988,103672,620,5,2018,6
24989,103378,127,1,2018,6
24990,103852,673,4,2018,6
24991,103618,592,5,2018,6
24992,103456,207,2,2018,6
24993,103854,307,2,2018,6
24994,103587,507,4,2018,6
24995,103749,622,3,2018,6
24996,103854,376,2,2018,6
24997,103380,273,3,2018,7
24998,103852,309,4,2018,7
24999,103868,359,4,2018,7
25000,103544,101,2,2018,7
25001,103749,96,3,2018,7
25002,103958,160,3,2018,7
25003,103496,246,5,2018,7
25004,103678,172,5,2018,7
25005,103996,455,4,2018,7
25006,103879,499,5,2018,7
25007,103524,52,5,2018,7
25008,103758,367,5,2018,7
25009,103405,483,4,2018,8
25010,103394,296,5,2018,8
25011,103392,118,3,2018,8
25012,103765,464,5,2018,8
25013,103988,249,5,2018,8
25014,103606,219,5,2018,8
25015,103629,184,4,2018,8
25016,103500,613,2,2018,8
25017,103392,244,1,2018,8
25018,103707,71,4,2018,8
25019,103523,477,5,2018,8
25020,103676,611,4,2018,8
25021,103414,354,3,2018,9
25022,103467,269,1,2018,9
25023,103623,48,1,2018,9
25024,103911,385,5,2018,9
25025,103996,387,4,2018,9
25026,103633,283,1,2018,9
25027,103369,495,1,2018,9
25028,103749,84,3,2018,9
25029,103960,600,4,2018,9
25030,103451,338,2,2018,10
25031,103576,100,4,2018,10
25032,103981,199,1,2018,10
25033,103467,207,4,2018,10
25034,13892,59,3,2018,10
25035,103842,253,4,2018,10
25036,103982,201,5,2018,10
25037,103627,545,1,2018,10
25038,103466,418,1,2018,10
25039,103576,401,4,2018,10
25040,103310,351,1,2018,10
25041,103848,120,5,2018,10
25042,103394,209,5,2018,10
25043,103736,45,3,2018,11
25044,103581,114,3,2018,11
25045,103393,575,5,2018,11
25046,103405,389,4,2018,11
25047,103442,298,5,2018,11
25048,103707,551,4,2018,11
25049,103602,142,1,2018,11
25050,103453,550,3,2018,11
25051,103954,95,2,2018,11
25052,103451,567,4,2018,11
25053,103451,307,2,2018,11
25054,103707,51,4,2018,11
25055,103596,600,4,2018,11
25056,103659,630,5,2018,11
25057,103965,297,4,2018,11
25058,103954,88,3,2018,11
25059,22881,369,2,2018,12
25060,103664,142,5,2018,12
25061,103656,155,4,2018,12
25062,103960,675,4,2018,12
25063,103654,375,1,2018,12
25064,103959,592,4,2018,12
25065,103650,168,5,2018,12
25066,103894,590,4,2018,12
25067,103605,537,5,2018,12
25068,103618,645,2,2018,12
25069,103674,586,4,2018,12
25070,103378,16,1,2018,12
25071,103497,207,2,2018,12
25072,103860,501,2,2018,12
25073,103775,667,4,2018,12
25074,103670,123,2,2018,12
25075,103825,516,2,2018,12
25076,14180,372,4,2019,1
25077,103819,185,4,2019,1
25078,103856,605,4,2019,1
25079,103593,399,2,2019,1
25080,103403,125,4,2019,1
25081,103454,236,5,2019,1
25082,103672,557,5,2019,1
25083,103506,549,1,2019,2
25084,103894,691,4,2019,2
25085,103856,594,4,2019,2
25086,103845,62,4,2019,2
25087,103355,525,4,2019,2
25088,103463,163,3,2019,2
25089,103579,146,1,2019,2
25090,103907,680,5,2019,2
25091,103882,460,5,2019,2
25092,103829,376,4,2019,2
25093,103516,623,4,2019,2
25094,103368,115,3,2019,2
25095,103600,483,2,2019,3
25096,103901,230,4,2019,3
25097,14180,195,4,2019,3
25098,103309,146,5,2019,3
25099,103593,521,2,2019,3
25100,103765,319,5,2019,3
25101,103659,283,1,2019,3
25102,103741,361,3,2019,3
25103,103372,549,2,2019,3
25104,103890,580,5,2019,3
25105,14906,519,4,2019,3
25106,103463,33,3,2019,3
25107,103700,326,2,2019,4
25108,103595,618,3,2019,4
25109,103825,388,4,2019,4
25110,103755,236,2,2019,4
25111,103505,355,4,2019,4
25112,103660,188,4,2019,4
25113,103836,657,4,2019,4
25114,103960,307,5,2019,4
25115,103896,663,5,2019,4
25116,103587,329,4,2019,4
25117,103491,119,5,2019,4
25118,103537,467,2,2019,4
25119,103869,366,2,2019,4
25120,103707,303,4,2019,4
25121,103749,38,1,2019,5
25122,103321,219,4,2019,5
25123,103836,471,3,2019,5
25124,103466,153,1,2019,5
25125,103399,48,1,2019,5
25126,103614,156,3,2019,5
25127,103582,521,1,2019,5
25128,103842,80,4,2019,5
25129,103333,122,4,2019,5
25130,103699,263,4,2019,5
25131,103320,115,5,2019,5
25132,103391,504,4,2019,6
25133,103809,411,1,2019,6
25134,103505,81,1,2019,6
25135,103845,288,4,2019,6
25136,103702,516,3,2019,6
25137,103651,610,5,2019,6
25138,103907,565,5,2019,6
25139,103309,392,3,2019,6
25140,103770,13,5,2019,6
25141,103537,273,2,2019,6
25142,103996,242,5,2019,6
25143,103901,384,5,2019,6
25144,103831,157,1,2019,6
25145,103414,387,3,2019,7
25146,103987,178,5,2019,7
25147,103831,454,4,2019,7
25148,103958,601,3,2019,7
25149,15042,4,5,2019,7
25150,103593,372,4,2019,7
25151,103858,132,1,2019,7
25152,103629,642,5,2019,7
25153,103408,282,2,2019,7
25154,103836,486,5,2019,8
25155,103873,649,4,2019,8
25156,103846,648,1,2019,8
25157,103886,389,2,2019,8
25158,103836,384,5,2019,8
25159,103367,199,3,2019,8
25160,103567,644,1,2019,8
25161,103906,201,4,2019,8
25162,103321,323,4,2019,8
25163,103812,43,2,2019,8
25164,103505,510,5,2019,8
25165,103359,119,4,2019,8
25166,103853,144,2,2019,8
25167,103883,264,4,2019,8
25168,103807,499,5,2019,8
25169,103406,165,3,2019,8
25170,103899,281,4,2019,9
25171,103712,546,3,2019,9
25172,103958,323,4,2019,9
25173,103659,342,1,2019,9
25174,103865,478,5,2019,9
25175,103676,219,1,2019,9
25176,103962,84,2,2019,9
25177,103396,12,2,2019,9
25178,103541,506,5,2019,9
25179,103460,611,2,2019,9
25180,103498,275,2,2019,9
25181,103997,345,1,2019,9
25182,103629,414,5,2019,9
25183,103873,563,4,2019,9
25184,103873,380,3,2019,9
25185,103758,163,1,2019,9
25186,103707,535,2,2019,10
25187,103656,273,4,2019,10
25188,103401,650,5,2019,10
25189,103639,491,1,2019,10
25190,103909,453,2,2019,10
25191,103510,481,2,2019,10
25192,103774,168,4,2019,10
25193,103674,470,4,2019,10
25194,103954,680,5,2019,10
25195,103766,401,5,2019,10
25196,103505,203,1,2019,11
25197,103996,670,5,2019,11
25198,103957,288,4,2019,11
25199,103606,588,2,2019,11
25200,103391,238,4,2019,11
25201,103454,288,4,2019,11
25202,103394,154,3,2019,11
25203,103705,467,2,2019,11
25204,103423,569,3,2019,11
25205,103430,257,2,2019,11
25206,103425,539,5,2019,12
25207,103648,530,5,2019,12
25208,103367,322,3,2019,12
25209,103408,75,4,2019,12
25210,103886,482,1,2019,12
25211,103627,470,5,2019,12
25212,103350,352,5,2019,12
25213,13879,666,5,2019,12
25214,103393,497,3,2019,12
25215,103880,563,4,2019,12
25216,103463,351,3,2019,12
25217,103812,172,1,2019,12
25218,103524,418,5,2019,12
25219,103406,329,4,2019,12
25220,103512,271,3,2019,12
25221,103329,373,5,2020,1
25222,103430,138,2,2020,1
25223,14180,14,4,2020,1
25224,103785,383,3,2020,1
25225,103767,304,5,2020,1
25226,103403,63,3,2020,1
25227,103820,679,5,2020,1
25228,103867,170,4,2020,1
25229,103451,39,4,2020,1
25230,103466,51,4,2020,1
25231,103765,36,5,2020,1
25232,103987,434,1,2020,1
25233,103728,551,2,2020,1
25234,103596,590,4,2020,1
25235,103364,488,5,2020,2
25236,103996,91,2,2020,2
25237,103848,612,5,2020,2
25238,103873,418,1,2020,2
25239,103755,53,2,2020,2
25240,15202,306,1,2020,2
25241,103713,410,1,2020,2
25242,103518,229,4,2020,2
25243,103899,429,1,2020,2
25244,103557,34,5,2020,2
25245,13874,5,4,2020,2
25246,103581,523,3,2020,2
25247,103639,18,1,2020,2
25248,103831,40,1,2020,2
25249,103456,493,2,2020,2
25250,103812,523,1,2020,2
25251,103748,18,1,2020,2
25252,103651,185,5,2020,3
25253,103806,424,1,2020,3
25254,103500,161,2,2020,3
25255,103441,241,5,2020,3
25256,103812,11,1,2020,3
25257,103848,670,5,2020,3
25258,103700,183,1,2020,3
25259,103650,619,3,2020,3
25260,103577,490,2,2020,4
25261,103466,413,5,2020,4
25262,103401,645,4,2020,4
25263,103496,320,5,2020,4
25264,103873,353,3,2020,4
25265,103369,642,1,2020,4
25266,103884,49,5,2020,4
25267,103393,49,5,2020,4
25268,103316,423,4,2020,4
25269,103505,288,4,2020,5
25270,103344,144,4,2020,5
25271,103456,108,2,2020,5
25272,103618,135,2,2020,5
25273,103901,654,4,2020,5
25274,13885,33,4,2020,5
25275,103352,189,4,2020,5
25276,6,630,1,2020,5
25277,23448,655,5,2020,5
25278,103327,293,1,2020,5
25279,103545,126,5,2020,5
25280,103796,226,5,2020,5
25281,103510,521,5,2020,5
25282,103432,137,1,2020,5
25283,103425,21,2,2020,6
25284,103623,351,1,2020,6
25285,103873,158,3,2020,6
25286,103380,344,3,2020,6
25287,103728,144,2,2020,6
25288,103586,421,2,2020,6
25289,103862,639,2,2020,6
25290,103653,286,2,2020,7
25291,103380,37,3,2020,7
25292,103525,571,5,2020,7
25293,103641,491,4,2020,7
25294,103643,444,1,2020,7
25295,103410,488,3,2020,7
25296,103524,120,5,2020,7
25297,103880,453,1,2020,7
25298,103467,242,5,2020,7
25299,103907,90,1,2020,7
25300,103700,308,5,2020,7
25301,103315,308,2,2020,7
25302,103463,475,1,2020,8
25303,103749,679,3,2020,8
25304,103416,526,3,2020,8
25305,103820,292,5,2020,8
25306,103847,347,2,2020,8
25307,103316,162,4,2020,8
25308,103352,143,4,2020,8
25309,103970,334,3,2020,8
25310,103836,334,3,2020,8
25311,103413,234,2,2020,8
25312,103618,512,2,2020,8
25313,103501,334,4,2020,8
25314,103576,509,1,2020,9
25315,103405,651,4,2020,9
25316,103997,542,1,2020,9
25317,103958,264,1,2020,9
25318,103621,568,1,2020,9
25319,103744,198,4,2020,9
25320,103646,645,5,2020,9
25321,103664,594,5,2020,9
25322,103382,624,5,2020,9
25323,103336,197,1,2020,9
25324,103693,530,4,2020,9
25325,22881,311,5,2020,9
25326,103557,524,5,2020,9
25327,103590,79,1,2020,10
25328,103463,470,1,2020,10
25329,103996,526,2,2020,10
25330,103627,88,1,2020,10
25331,103514,554,1,2020,10
25332,103544,421,5,2020,10
25333,103432,58,4,2020,10
25334,103821,1,1,2020,10
25335,103456,254,2,2020,11
25336,103596,298,2,2020,11
25337,103487,271,1,2020,11
25338,103962,135,4,2020,11
25339,103606,246,4,2020,11
25340,103379,600,5,2020,11
25341,103308,159,5,2020,11
25342,103641,192,1,2020,11
25343,103491,545,5,2020,11
25344,103880,490,1,2020,11
25345,15042,326,5,2020,11
25346,103384,80,2,2020,11
25347,103309,581,5,2020,11
25348,103497,516,4,2020,11
25349,103744,525,1,2020,12
25350,103670,582,2,2020,12
25351,103344,658,3,2020,12
25352,103576,391,4,2020,12
25353,103603,136,4,2020,12
25354,103699,234,5,2020,12
25355,103820,44,5,2020,12
25356,103315,242,2,2020,12
25357,103423,242,3,2020,12
25358,103972,595,5,2021,1
25359,14906,407,4,2021,1
25360,103392,375,3,2021,1
25361,103822,472,2,2021,1
25362,103551,95,4,2021,1
25363,103333,315,1,2021,1
25364,22881,451,5,2021,1
25365,103664,64,5,2021,1
25366,103444,327,1,2021,1
25367,103707,348,4,2021,1
25368,103648,441,5,2021,1
25369,15202,313,1,2021,1
25370,103699,589,5,2021,2
25371,103958,559,1,2021,2
25372,103699,334,5,2021,2
25373,103707,646,4,2021,2
25374,103763,171,1,2021,2
25375,103831,31,1,2021,2
25376,103451,450,4,2021,2
25377,103498,145,2,2021,2
25378,103807,341,5,2021,2
25379,103718,571,1,2021,2
25380,103413,518,2,2021,2
25381,103882,165,5,2021,3
25382,103496,98,5,2021,3
25383,103510,61,2,2021,3
25384,103430,329,4,2021,3
25385,103617,469,4,2021,3
25386,103774,403,4,2021,3
25387,103890,118,5,2021,3
25388,103589,399,4,2021,3
25389,103702,460,3,2021,3
25390,103659,112,5,2021,3
25391,103718,225,1,2021,3
25392,103901,656,4,2021,3
25393,103444,67,1,2021,3
25394,103890,574,4,2021,3
25395,13874,108,5,2021,3
25396,103627,270,5,2021,3
25397,103820,39,3,2021,4
25398,103333,515,4,2021,4
25399,103678,397,5,2021,4
25400,103654,101,5,2021,4
25401,103878,482,4,2021,4
25402,103382,92,4,2021,4
25403,103445,318,2,2021,4
25404,103498,568,2,2021,4
25405,103514,470,1,2021,4
25406,103770,487,5,2021,4
25407,6,167,1,2021,4
25408,103490,60,4,2021,4
25409,103852,162,4,2021,4
25410,103496,587,4,2021,5
25411,103490,564,5,2021,5
25412,103958,65,1,2021,5
25413,103958,180,1,2021,5
25414,103961,605,2,2021,5
25415,103589,547,4,2021,5
25416,103659,512,5,2021,5
25417,103496,646,4,2021,6
25418,103779,251,2,2021,6
25419,6,557,1,2021,6
25420,15202,108,1,2021,6
25421,103672,194,5,2021,6
25422,103441,598,4,2021,6
25423,103848,681,1,2021,6
25424,103456,139,1,2021,6
25425,103910,350,5,2021,6
25426,103699,329,4,2021,6
25427,103505,683,5,2021,6
25428,103510,422,5,2021,6
25429,103496,307,4,2021,7
25430,103366,575,2,2021,7
25431,103532,161,5,2021,7
25432,103907,210,1,2021,7
25433,103416,509,2,2021,7
25434,103977,644,5,2021,7
25435,103988,101,5,2021,7
25436,103627,487,5,2021,7
25437,103737,578,5,2021,7
25438,103758,503,1,2021,7
25439,103992,575,4,2021,7
25440,103987,56,1,2021,7
25441,103545,55,5,2021,7
25442,103765,6,5,2021,7
25443,103834,405,4,2021,7
25444,103382,135,5,2021,7
25445,103629,57,5,2021,7
25446,103765,518,5,2021,7
25447,103703,413,5,2021,7
25448,103629,416,5,2021,8
25449,103987,305,1,2021,8
25450,103831,563,2,2021,8
25451,103812,149,1,2021,8
25452,103707,594,1,2021,8
25453,103864,530,5,2021,8
25454,103650,466,5,2021,8
25455,103821,219,1,2021,8
25456,103884,1,5,2021,8
25457,103329,118,5,2021,8
25458,103958,264,4,2021,8
25459,103315,59,2,2021,8
25460,103505,386,1,2021,8
25461,103467,382,1,2021,8
25462,103369,657,1,2021,9
25463,103654,629,1,2021,9
25464,103765,616,5,2021,9
25465,103412,290,3,2021,9
25466,103954,70,5,2021,9
25467,103516,498,4,2021,9
25468,103820,88,1,2021,9
25469,103491,368,4,2021,9
25470,103639,498,4,2021,9
25471,103639,235,1,2021,9
25472,103350,258,1,2021,9
25473,103505,122,5,2021,9
25474,103613,507,4,2021,9
25475,103350,99,1,2021,9
25476,103776,83,4,2021,10
25477,103747,529,4,2021,10
25478,103655,606,3,2021,10
25479,103463,121,2,2021,10
25480,103820,53,5,2021,10
25481,103960,35,4,2021,10
25482,103758,112,1,2021,10
25483,103373,63,2,2021,10
25484,103867,629,4,2021,10
25485,103412,321,1,2021,10
25486,103709,89,3,2021,10
25487,103384,52,2,2021,10
25488,103701,421,3,2021,10
25489,103320,636,5,2021,10
25490,103404,14,1,2021,10
25491,103838,185,2,2021,10
25492,103820,125,5,2021,10
25493,103641,476,5,2021,10
25494,103441,618,2,2021,10
25495,103613,192,1,2021,11
25496,13874,613,5,2021,11
25497,103557,559,5,2021,11
25498,103577,392,2,2021,11
25499,103873,428,4,2021,11
25500,103377,403,5,2021,11
25501,103310,283,1,2021,11
25502,103879,612,5,2021,11
25503,103848,451,2,2021,11
25504,22881,582,4,2021,11
25505,103455,106,5,2021,11
25506,103424,405,5,2021,11
25507,103505,385,2,2021,12
25508,103627,111,5,2021,12
25509,103718,648,2,2021,12
25510,103982,359,5,2021,12
25511,103878,73,3,2021,12
25512,103758,139,5,2021,12
25513,103496,539,5,2021,12
25514,103898,186,4,2021,12
25515,103566,287,2,2021,12
25516,103512,542,1,2021,12
25517,103401,616,4,2021,12
25518,22881,440,1,2021,12
25519,103867,432,4,2021,12
25520,103699,409,4,2021,12
25521,103524,482,5,2021,12
25522,103394,175,5,2021,12
25523,103776,361,4,2021,12
25524,103606,457,4,2021,12
25525,103812,80,1,2022,1
25526,103412,531,1,2022,1
25527,103743,306,4,2022,1
25528,103405,634,4,2022,1
25529,103387,157,5,2022,1
25530,103873,343,4,2022,1
25531,103316,165,4,2022,1
25532,103775,99,4,2022,1
25533,103802,599,1,2022,1
25534,103836,416,4,2022,2
25535,103776,266,2,2022,2
25536,103657,384,2,2022,2
25537,103862,20,2,2022,2
25538,103831,424,2,2022,2
25539,103988,21,5,2022,2
25540,103344,365,3,2022,2
25541,103629,611,4,2022,2
25542,103705,671,4,2022,3
25543,103970,294,3,2022,3
25544,103367,414,5,2022,3
25545,103423,442,3,2022,3
25546,103758,475,5,2022,3
25547,103597,371,1,2022,3
25548,103907,555,5,2022,3
25549,103833,249,4,2022,3
25550,103834,118,4,2022,3
25551,103641,485,5,2022,3
25552,103907,247,4,2018,1
25553,103683,531,3,2018,1
25554,103606,82,5,2018,1
25555,103516,387,4,2018,1
25556,103852,222,4,2018,1
25557,103510,190,5,2018,1
25558,103910,358,1,2018,1
25559,103544,275,5,2018,1
25560,103971,147,5,2018,1
25561,103392,379,3,2018,1
25562,103862,6,2,2018,1
25563,103707,209,4,2018,1
25564,103820,670,5,2018,1
25565,103416,509,3,2018,1
25566,103650,690,3,2018,1
25567,103308,464,5,2018,2
25568,103383,188,1,2018,2
25569,103971,528,5,2018,2
25570,103418,420,1,2018,2
25571,103410,534,3,2018,2
25572,103373,341,1,2018,2
25573,103983,324,1,2018,2
25574,103372,517,5,2018,2
25575,103602,520,1,2018,2
25576,103765,312,5,2018,2
25577,103597,241,4,2018,3
25578,103496,396,5,2018,3
25579,103512,173,1,2018,3
25580,103382,666,5,2018,3
25581,103890,366,5,2018,3
25582,103845,237,4,2018,3
25583,103321,309,1,2018,3
25584,103350,522,1,2018,3
25585,103405,348,4,2018,3
25586,103651,502,5,2018,3
25587,103403,651,3,2018,3
25588,103659,78,1,2018,3
25589,103597,281,1,2018,3
25590,103648,495,5,2018,3
25591,103396,618,2,2018,4
25592,103602,644,1,2018,4
25593,103878,57,4,2018,4
25594,103886,30,3,2018,4
25595,103348,443,4,2018,4
25596,103670,244,2,2018,4
25597,103812,55,1,2018,4
25598,103527,538,2,2018,4
25599,103899,678,1,2018,4
25600,103606,357,4,2018,4
25601,103424,524,4,2018,4
25602,103367,383,5,2018,4
25603,103516,532,4,2018,4
25604,103565,151,3,2018,5
25605,103656,502,4,2018,5
25606,103958,252,1,2018,5
25607,103308,534,5,2018,5
25608,103629,168,4,2018,5
25609,103466,139,5,2018,5
25610,103382,602,5,2018,5
25611,103602,70,1,2018,6
25612,103401,642,4,2018,6
25613,103405,68,4,2018,6
25614,103819,671,4,2018,6
25615,103466,408,4,2018,6
25616,103369,91,1,2018,6
25617,103627,49,1,2018,6
25618,103373,575,1,2018,6
25619,103576,8,1,2018,6
25620,103719,476,4,2018,6
25621,103834,673,3,2018,6
25622,103821,568,1,2018,7
25623,103831,648,2,2018,7
25624,103996,511,5,2018,7
25625,103759,660,1,2018,7
25626,103373,288,1,2018,7
25627,103758,285,5,2018,7
25628,103641,662,5,2018,7
25629,103430,173,4,2018,7
25630,103378,667,1,2018,7
25631,103852,396,4,2018,7
25632,103442,514,5,2018,7
25633,103911,674,5,2018,7
25634,103356,316,1,2018,7
25635,103392,629,3,2018,7
25636,103873,423,1,2018,7
25637,103659,56,5,2018,7
25638,103728,63,5,2018,7
25639,103560,362,5,2018,7
25640,103321,94,4,2018,8
25641,103541,47,3,2018,8
25642,103996,298,5,2018,8
25643,103416,465,1,2018,8
25644,103476,572,1,2018,8
25645,103382,517,5,2018,8
25646,103873,22,1,2018,8
25647,103392,83,1,2018,8
25648,103910,32,5,2018,8
25649,103350,285,5,2018,9
25650,103718,424,5,2018,9
25651,103651,170,5,2018,9
25652,103401,329,4,2018,9
25653,103707,138,4,2018,9
25654,103676,85,5,2018,9
25655,103726,182,4,2018,9
25656,103606,160,3,2018,9
25657,103593,116,4,2018,9
25658,103309,48,4,2018,9
25659,103726,573,4,2018,9
25660,103528,184,2,2018,9
25661,103617,103,4,2018,10
25662,103521,619,4,2018,10
25663,103614,633,5,2018,10
